NUTS_ID,Sector_ID,Exposure_Index,Energy_1,Energy_2,Energy_3,Energy_Index,Labor_1,Labor_2,Labor_3,Labor_4,Labor_Index,SupCh_1,SupCh_2,Sup_Ch_Index,Tech_1,Tech_2,Tech_3,Tech_4,Tech_5,Tech_6,Tech_7,Tech_8,Tech_9,Tech_10,Tech_Index,Finance_1,Finance_2,Finance_3,Finance_Index,Inst_1,Inst_2,Inst_3,Inst_Index,Country,Region_Name,Sector_Name,Vulnerability_Index
AT12,C10-C12,0.05588526704717089,0.05880273016729351,0.7299030814495656,0.9677336686173929,0.2723090245640191,0.1000353356890459,0.1665840220385675,0.6368296675671314,0.2031594202898551,0.1992436933742656,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.01000000000000001,0.2638387947606062,0.3687029596514062,0.2692408066429418,0.6544950697041823,0.1773557341124908,0.368831560982014,0.1971569023569023,0.3181584362139919,0.9880665838057875,0.3142181515906622,0.9782670043353938,0.9831243200093618,0.887846935758792,0.9206201665474962,0.3059267099497107,0.3412556745887851,0.272299934789511,0.3169622538947369,AT,Niederösterreich,"Food, Beverage and Tobacco",0.3021084267748163
AT13,C10-C12,0.02959535117854488,0.05222190276544895,0.8480503812712892,0.9642635788131135,0.2711815351156445,0.2835689045936396,0.4095592286501378,0.5581336650842473,0.2912173913043478,0.3519341725115225,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.01000000000000001,0.2638387947606062,0.3687029596514062,0.2692408066429418,0.6544950697041823,0.1773557341124908,0.368831560982014,0.1971569023569023,0.3181584362139919,0.9880665838057875,0.3142181515906622,0.9849894119568281,0.9870515127211607,0.9204548372096684,0.9448806084418694,0.3059267099497107,0.3412556745887851,0.272299934789511,0.3169622538947369,AT,Wien,"Food, Beverage and Tobacco",0.3591089698041719
AT21,C10-C12,0.01991620541735461,0.04979904268594206,0.9013879497510603,0.9626970076528248,0.2708033123917409,0.1069611307420495,0.1827823691460055,0.6408305185778358,0.1605507246376811,0.1938195762869583,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.34,0.4531445303768609,0.4923745119121725,0.3648991696322658,0.4862189731383884,0.2770635500365229,0.427543214738961,0.3330150392817058,0.4419907407407409,0.9880665838057875,0.4565565485620253,0.9874643975581191,0.9884973853850266,0.9211158081850239,0.9470330051564758,0.3061525464639151,0.3527689669952851,0.2819328088454178,0.3243377779061662,AT,Kärnten,"Food, Beverage and Tobacco",0.3569607113707288
AT22,C10-C12,0.0401776942297213,0.05487084898022208,0.7963263420717385,0.9657827592034681,0.2716217443849738,0.1000353356890459,0.1692837465564739,0.6558451794418954,0.1435072463768116,0.1859539526745525,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.34,0.4531445303768609,0.4923745119121725,0.3648991696322658,0.4862189731383884,0.2770635500365229,0.427543214738961,0.3330150392817058,0.4419907407407409,0.9880665838057875,0.4565565485620253,0.9822834761928891,0.9854707202716142,0.8720203529599997,0.9140138196205603,0.3146681148925899,0.321894556365195,0.1927471826493729,0.2858435429059219,AT,Steiermark,"Food, Beverage and Tobacco",0.3314919924790027
AT31,C10-C12,0.06008122296127983,0.05985305158309739,0.7139325514841565,0.9682027370877306,0.2724971475417126,0.0723321554770318,0.1368870523415978,0.5965560297045229,0.129304347826087,0.1391551827025465,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.34,0.6175658277079887,0.4720768490747552,0.5574337682878607,0.5257293437606256,0.3445069393718042,0.3455012909719486,0.1699236812570146,0.54065329218107006,0.9880665838057875,0.4822134453996902,0.9771940862569503,0.9824975273042325,0.8133775392020611,0.8753539351030284,0.2983466087376297,0.3445777968281184,0.2371316181160962,0.3033561548062137,AT,Oberösterreich,"Food, Beverage and Tobacco",0.31806599006551783
AT32,C10-C12,0.02425439712516216,0.05088496821753589,0.8767004332199326,0.963422101662903,0.2709694156482171,0.05501766784452297,0.1341873278236915,0.5837521440784528,0.1122608695652174,0.1216881055021367,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.34,0.6175658277079887,0.4720768490747552,0.5574337682878607,0.5257293437606256,0.3445069393718042,0.3455012909719486,0.1699236812570146,0.54065329218107006,0.9880665838057875,0.4822134453996902,0.9863551093753214,0.987849345469554,0.9580567415854535,0.9683219825186112,0.323656770456191,0.2838791255893699,0.2440080799489688,0.2935165860693506,AT,Salzburg,"Food, Beverage and Tobacco",0.3388576101577959
AT33,C10-C12,0.02506514114924422,0.05108791167753867,0.8722314094668341,0.9635533608096132,0.2710011034054686,0.05848056537102474,0.1449862258953168,0.6281252327526768,0.09521739130434782,0.1362580480794006,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.34,0.6175658277079887,0.4720768490747552,0.5574337682878607,0.5257293437606256,0.3445069393718042,0.3455012909719486,0.1699236812570146,0.54065329218107006,0.9880665838057875,0.4822134453996902,0.9861477997805036,0.9877282363705968,0.9267340614755465,0.949455722411537,0.2955080859280714,0.2624560651521647,0.3098554114395067,0.2991333258455978,AT,Tirol,"Food, Beverage and Tobacco",0.3392959533510305
AT34,C10-C12,0.02403156104836766,0.05082918843613161,0.8779365440221155,0.9633857960046435,0.270960740200214,0.06540636042402825,0.1503856749311295,0.524242288088564,0.1747536231884058,0.1320467908673368,0.03564852593205591,0.8031497948016416,0.4298623424232542,0.34,0.6175658277079887,0.4720768490747552,0.5574337682878607,0.5257293437606256,0.3445069393718042,0.3455012909719486,0.1699236812570146,0.54065329218107006,0.9880665838057875,0.4822134453996902,0.9864120892054761,0.9878826327657586,0.9418996732989833,0.9587066555527199,0.2860463432295438,0.2301114444920703,0.2994365298745482,0.2811102819428721,AT,Vorarlberg,"Food, Beverage and Tobacco",0.3350737644039794
AT11,C13-C15,0.01015451096796955,0.01365364152978131,0.8990226256624814,0.9624168325026563,0.1424632903378641,0.1312014134275618,0.1935812672176309,0.6868275061739421,0.2202028985507246,0.2431043027408892,0.01566827774682795,0.8031497948016416,0.4196003196569333,0.01000000000000001,0.2638387947606062,0.3687029596514062,0.2692408066429418,0.6544950697041823,0.1773557341124908,0.368831560982014,0.1971569023569023,0.3181584362139919,0.9893351857366262,0.3145467668953739,0.9896318206586265,0.9899203796406864,0.9807867990157377,0.9843028573350384,0.2990562394400194,0.2981611658808402,0.2950605996172656,0.3075739867203113,AT,Burgenland,"Textiles, Leather and Wearing",0.2886142253586255
AT12,C13-C15,0.01037082632312691,0.01398364444235328,0.822306349060615,0.9646989856069981,0.1393731447566136,0.1000353356890459,0.1665840220385675,0.6368296675671314,0.2031594202898551,0.1992436933742656,0.01566827774682795,0.8031497948016416,0.4196003196569333,0.01000000000000001,0.2638387947606062,0.3687029596514062,0.2692408066429418,0.6544950697041823,0.1773557341124908,0.368831560982014,0.1971569023569023,0.3181584362139919,0.9893351857366262,0.3145467668953739,0.9891163695807036,0.989838773045063,0.887846935758792,0.9284925324549091,0.3059267099497107,0.3412556745887851,0.272299934789511,0.3169622538947369,AT,Niederösterreich,"Textiles, Leather and Wearing",0.25834351014447016
